id,end_date,instrument,outside_time,outside_plan,heard_of_SLE,heard_of_SLE_SM,heard_of_SLE_museum_ad,heard_of_SLE_website,heard_of_SLE_story,heard_of_SLE_tv,heard_of_SLE_BB,heard_of_SLE_online_ad,heard_of_SLE_other,weather_factor,aware_of_evening,attend_evening,SLE_primary_reason,group_interest,museum_app,museum_app_download_app,museum_app_not_download_app,museum_app_other,current_member,ticket_purchase_time,two_day_ticket,member_for_SLE,recommend,return,age_group1,age_group2,age_group3,age_group4,adults_age,adults_num,children_num,children_age_group1,children_age_group2,children_age_group3,children_age_group4,children_age_group5,no_children,0,preschool,live_IN_county,live_outside_IN
276,2018-06-16 10:57:30,June,Less than 30 minutes,Not sure,No,No,Advertising at the museum,No,No,No,No,No,No,No,N/A,N/A,No,,Yes,Yes,,,No,Yesterday,N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,,6-8 years old,,,,2,0,Another state or country (please specify),Ohio
277,2018-06-16 10:55:00,June,Less than 30 minutes,No,Family/Friends,No,No,No,No,No,No,No,No,Yes,N/A,N/A,No,,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,3-5 years old,6-8 years old,,,,3,1,"Marion County, Indiana",0
278,2018-06-16 10:54:21,June,30 to 60 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,No,N/A,N/A,"Yes, the main reason",,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,4,0-2 years old,3-5 years old,6-8 years old,,,,3,1,A county adjacent to Marion County,0
279,2018-06-16 10:51:48,June,30 to 60 minutes,Yes,No,"Social media (Twitter, Facebook, Instagram)",No,Our website,No,No,Billboards around town,No,No,Yes,N/A,N/A,"Yes, the main reason",,No,I already did!,0,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,3-5 years old,6-8 years old,,,,3,1,A county adjacent to Marion County,0
280,2018-06-16 10:49:51,June,Less than 30 minutes,Yes,No,No,No,No,No,No,Billboards around town,No,No,No,N/A,N/A,No,,No,No,I know I would never use the app.,0,No,Today (from the onsite ticket line),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,,,9-12 years old,13-18 years old,,2,0,Another state or country (please specify),California
281,2018-06-16 10:46:46,June,Less than 30 minutes,Yes,No,No,Advertising at the museum,No,No,No,No,No,No,Partially,N/A,N/A,No,,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,0-2 years old,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
282,2018-06-15 11:59:22,June,60 to 90 minutes,Yes,No,No,Advertising at the museum,Our website,"A story in the media (TV, Digital Article, Radio)",TV commercial,No,No,No,No,N/A,N/A,"Yes, the main reason",,Yes,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,,,6-8 years old,9-12 years old,,,2,0,"Marion County, Indiana",0
283,2018-06-15 11:57:53,June,30 to 60 minutes,Yes,No,No,Advertising at the museum,No,No,No,No,No,No,No,N/A,N/A,"Yes, the main reason",,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,4,,,6-8 years old,9-12 years old,,,2,0,"Indiana, but not in the Indy metro area",0
284,2018-06-15 11:55:59,June,30 to 60 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,No,N/A,N/A,No,,Yes,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,0-2 years old,,,,,,1,1,"Marion County, Indiana",0
285,2018-06-15 11:55:45,June,60 to 90 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,Yes,N/A,N/A,"Yes, the main reason",,Yes,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,,3-5 years old,6-8 years old,,,,3,1,A county adjacent to Marion County,0
286,2018-06-15 11:53:56,June,30 to 60 minutes,No,Family/Friends,"Social media (Twitter, Facebook, Instagram)",No,No,"A story in the media (TV, Digital Article, Radio)",TV commercial,No,No,No,No,N/A,N/A,No,,Yes,Yes,,,I am a former member,Yesterday,N/A,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,4,0-2 years old,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
287,2018-06-15 11:47:30,June,30 to 60 minutes,Yes,No,No,Advertising at the museum,No,No,No,No,No,No,Yes,N/A,N/A,"Yes, the main reason",,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,3-5 years old,6-8 years old,,,,3,1,A county adjacent to Marion County,0
288,2018-06-15 11:46:07,June,30 to 60 minutes,Yes,No,No,Advertising at the museum,No,No,No,No,No,No,Yes,N/A,N/A,No,,Not Sure,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,4,0-2 years old,3-5 years old,6-8 years old,9-12 years old,,,3,1,"Indiana, but not in the Indy metro area",0
289,2018-06-15 11:44:54,June,30 to 60 minutes,No,Family/Friends,No,No,No,No,No,No,No,No,Partially,N/A,N/A,No,,Yes,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,,3-5 years old,6-8 years old,,,,3,1,A county adjacent to Marion County,0
290,2018-06-15 11:43:06,June,60 to 90 minutes,No,No,No,No,Our website,No,No,No,No,Driving by,Partially,N/A,N/A,No,,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,,,6-8 years old,,,,2,0,A county adjacent to Marion County,0
291,2018-06-15 11:42:42,June,More than 90 minutes,Yes,Family/Friends,"Social media (Twitter, Facebook, Instagram)",Advertising at the museum,Our website,"A story in the media (TV, Digital Article, Radio)",No,No,No,No,Yes,N/A,N/A,Not Sure,,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,3-5 years old,,9-12 years old,13-18 years old,,3,1,"Marion County, Indiana",0
292,2018-06-15 11:41:16,June,30 to 60 minutes,Yes,No,No,Advertising at the museum,No,No,No,No,No,No,Yes,N/A,N/A,"Yes, the main reason",,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,3,,,6-8 years old,9-12 years old,,,2,0,"Marion County, Indiana",0
293,2018-06-15 11:39:02,June,60 to 90 minutes,No,No,No,No,Our website,No,No,No,No,No,No,N/A,N/A,No,,No,I already did!,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,2,,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
294,2018-06-15 11:35:37,June,30 to 60 minutes,Yes,Family/Friends,No,No,No,No,TV commercial,No,No,"Previous museum visits, watching them build",Partially,N/A,N/A,"Yes, the main reason",,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,,,6-8 years old,9-12 years old,,,2,0,A county adjacent to Marion County,0
295,2018-06-15 11:35:34,June,60 to 90 minutes,Not sure,No,No,No,No,No,TV commercial,No,No,No,Yes,N/A,N/A,"Yes, the main reason",,No,No,I know I would never use the app.,0,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,3-5 years old,6-8 years old,,,,3,1,A county adjacent to Marion County,0
296,2018-06-15 11:31:06,June,30 to 60 minutes,Not sure,Family/Friends,No,Advertising at the museum,No,No,No,No,No,No,Partially,N/A,N/A,"Yes, the main reason",,,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,0-2 years old,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
297,2018-06-15 11:28:54,June,30 to 60 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,No,N/A,N/A,No,,Yes,Yes,,,No,More than 5 days ago,N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,5,0-2 years old,3-5 years old,6-8 years old,9-12 years old,,,3,1,"Indiana, but not in the Indy metro area",0
298,2018-06-15 11:29:06,June,30 to 60 minutes,No,Family/Friends,No,No,Our website,No,No,No,No,No,No,N/A,N/A,No,,No,Yes,,,No,More than 5 days ago,N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,5,0-2 years old,3-5 years old,6-8 years old,9-12 years old,,,3,1,"Indiana, but not in the Indy metro area",0
299,2018-06-15 11:25:07,June,30 to 60 minutes,Yes,No,No,No,No,No,TV commercial,No,No,No,No,N/A,N/A,No,,No,Yes,,,No,Today (from the onsite ticket line),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,3,0-2 years old,3-5 years old,6-8 years old,,,,3,1,"Indiana, but not in the Indy metro area",0
300,2018-06-15 11:24:52,June,60 to 90 minutes,Not sure,Family/Friends,No,No,No,No,No,No,No,No,Yes,N/A,N/A,"Yes, the main reason",,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,,3-5 years old,6-8 years old,,,,3,1,A county adjacent to Marion County,0
301,2018-06-15 11:20:57,June,30 to 60 minutes,Yes,No,No,Advertising at the museum,No,No,TV commercial,No,No,No,Yes,N/A,N/A,No,,Yes,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,4,,3-5 years old,6-8 years old,,,,3,1,A county adjacent to Marion County,0
302,2018-06-15 11:20:12,June,30 to 60 minutes,Yes,No,No,Advertising at the museum,No,No,No,No,No,No,No,N/A,N/A,No,,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,,,,9-12 years old,,,2,0,"Marion County, Indiana",0
303,2018-06-15 11:17:41,June,30 to 60 minutes,Yes,Family/Friends,No,No,No,No,No,No,No,No,No,N/A,N/A,No,,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,0-2 years old,,6-8 years old,9-12 years old,,,3,1,"Marion County, Indiana",0
304,2018-06-15 11:17:36,June,30 to 60 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,Yes,N/A,N/A,"Yes, the main reason",,No,No,"I come infrequently, so I don’t need it.",0,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,3-5 years old,,,,,1,1,"Marion County, Indiana",0
305,2018-06-15 11:14:27,June,Less than 30 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,No,N/A,N/A,No,,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,4,0-2 years old,3-5 years old,6-8 years old,,,,3,1,"Indiana, but not in the Indy metro area",0
306,2018-06-15 11:14:16,June,30 to 60 minutes,No,No,No,No,No,No,No,No,No,Radio,No,N/A,N/A,No,,No,No,"I come infrequently, so I don’t need it.",0,No,Today (from the onsite ticket line),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,,,6-8 years old,,13-18 years old,,2,0,"Indiana, but not in the Indy metro area",0
307,2018-06-15 11:12:35,June,30 to 60 minutes,Not sure,No,"Social media (Twitter, Facebook, Instagram)",No,No,No,No,No,No,No,Yes,N/A,N/A,No,,Yes,I already did!,0,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,0-2 years old,,,,,,1,1,A county adjacent to Marion County,0
308,2018-06-15 11:11:39,June,30 to 60 minutes,Yes,No,No,Advertising at the museum,No,No,No,No,No,No,Yes,N/A,N/A,"Yes, the main reason",,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,,,6-8 years old,,,,2,0,"Marion County, Indiana",0
309,2018-06-15 11:08:56,June,Less than 30 minutes,No,No,No,No,No,No,No,No,No,Guild,Yes,N/A,N/A,No,,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,,3-5 years old,,,,,1,1,"Marion County, Indiana",0
310,2018-06-15 11:07:53,June,60 to 90 minutes,Not sure,No,No,Advertising at the museum,No,No,No,No,No,No,No,N/A,N/A,No,,Yes,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
311,2018-06-15 11:06:17,June,30 to 60 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,No,N/A,N/A,No,,Yes,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,0-2 years old,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
312,2018-06-15 10:39:25,June,Less than 30 minutes,Not sure,Family/Friends,No,Advertising at the museum,No,No,No,No,Online advertisement,No,Yes,N/A,N/A,No,,Yes,I already did!,0,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,,,6-8 years old,,,,2,0,A county adjacent to Marion County,0
313,2018-06-15 10:37:08,June,30 to 60 minutes,No,No,No,No,Our website,No,No,No,No,No,No,N/A,N/A,No,,No,No,I typically don’t download apps.,0,No,Today (online),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,,,6-8 years old,,,,2,0,Another state or country (please specify),Michigan
314,2018-06-27 12:07:57,June,More than 90 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,Yes,N/A,N/A,"Yes, the main reason",,No,No,"I come infrequently, so I don’t need it.",0,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,,,6-8 years old,9-12 years old,,,2,0,A county adjacent to Marion County,0
315,2018-06-27 12:05:52,June,30 to 60 minutes,Yes,No,No,No,No,No,No,No,No,We are members,Yes,N/A,N/A,No,,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,3-5 years old,,,,,1,1,"Marion County, Indiana",0
316,2018-06-27 12:01:25,June,30 to 60 minutes,Not sure,Family/Friends,No,No,Our website,"A story in the media (TV, Digital Article, Radio)",No,No,No,No,Yes,N/A,N/A,No,,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
317,2018-06-27 12:02:02,June,More than 90 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,No,N/A,N/A,No,,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,,3-5 years old,,9-12 years old,13-18 years old,,3,1,A county adjacent to Marion County,0
318,2018-06-27 11:59:11,June,More than 90 minutes,Yes,No,No,Advertising at the museum,No,No,No,No,No,No,Partially,N/A,N/A,"Yes, the main reason",,No,No,I’d need more information before making a decision.,0,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,,6-8 years old,,,,2,0,"Marion County, Indiana",0
319,2018-06-27 11:54:34,June,30 to 60 minutes,No,Family/Friends,No,No,No,No,No,No,No,No,Partially,N/A,N/A,No,,Yes,No,I know I would never use the app.,0,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,,3-5 years old,,,,,1,1,"Indiana, but not in the Indy metro area",0
320,2018-06-27 11:55:45,June,60 to 90 minutes,No,Family/Friends,"Social media (Twitter, Facebook, Instagram)",Advertising at the museum,Our website,"A story in the media (TV, Digital Article, Radio)",No,No,No,No,Yes,N/A,N/A,"Yes, the main reason",,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4,0-2 years old,3-5 years old,,9-12 years old,,,3,1,A county adjacent to Marion County,0
321,2018-06-27 11:51:21,June,30 to 60 minutes,No,Family/Friends,No,Advertising at the museum,No,No,No,No,No,No,Partially,N/A,N/A,"Yes, the main reason",,No,No,I’d need more information before making a decision.,0,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,0-2 years old,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
322,2018-06-27 11:49:01,June,60 to 90 minutes,Not sure,No,"Social media (Twitter, Facebook, Instagram)",No,No,No,No,No,No,No,No,N/A,N/A,"Yes, the main reason",,No,No,I know I would never use the app.,0,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,4,,,6-8 years old,,13-18 years old,,2,0,"Marion County, Indiana",0
323,2018-06-27 11:47:22,June,30 to 60 minutes,Not sure,No,"Social media (Twitter, Facebook, Instagram)",No,Our website,No,No,No,No,No,No,N/A,N/A,No,,No,Yes,,,No,Today (from the onsite ticket line),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,0-2 years old,3-5 years old,,,,,1,1,"Indiana, but not in the Indy metro area",0
324,2018-06-27 11:42:26,June,60 to 90 minutes,No,No,No,Advertising at the museum,Our website,"A story in the media (TV, Digital Article, Radio)",No,No,No,No,Yes,N/A,N/A,"Yes, the main reason",,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,,3-5 years old,6-8 years old,,,,3,1,A county adjacent to Marion County,0
325,2018-06-27 11:33:31,June,60 to 90 minutes,Not sure,No,No,Advertising at the museum,No,"A story in the media (TV, Digital Article, Radio)",TV commercial,No,No,No,No,N/A,N/A,No,,No,No,"I come infrequently, so I don’t need it.",0,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,0-2 years old,3-5 years old,,,,,1,1,"Marion County, Indiana",0
326,2018-06-27 11:40:48,June,30 to 60 minutes,Yes,Family/Friends,"Social media (Twitter, Facebook, Instagram)",Advertising at the museum,Our website,"A story in the media (TV, Digital Article, Radio)",TV commercial,Billboards around town,Online advertisement,No,No,N/A,N/A,"Yes, the main reason",,Yes,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,0-2 years old,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
327,2018-06-27 11:36:06,June,60 to 90 minutes,No,No,No,Advertising at the museum,No,"A story in the media (TV, Digital Article, Radio)",TV commercial,No,No,No,Partially,N/A,N/A,No,,Yes,No,I typically don’t download apps.,0,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
328,2018-06-27 11:32:01,June,30 to 60 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,Partially,N/A,N/A,No,,No,No,I know I would never use the app.,0,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,4,,3-5 years old,6-8 years old,9-12 years old,,,3,1,"Marion County, Indiana",0
329,2018-06-27 11:26:26,June,60 to 90 minutes,Yes,Family/Friends,No,No,No,No,No,No,No,No,Partially,N/A,N/A,"Yes, the main reason",,Yes,I already did!,0,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,,3-5 years old,,9-12 years old,,,3,1,"Marion County, Indiana",0
330,2018-06-27 11:29:35,June,60 to 90 minutes,No,Family/Friends,No,No,Our website,No,No,No,No,No,Yes,N/A,N/A,"Yes, the main reason",,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,,3-5 years old,6-8 years old,9-12 years old,,,3,1,A county adjacent to Marion County,0
331,2018-06-27 11:22:16,June,30 to 60 minutes,No,No,"Social media (Twitter, Facebook, Instagram)",Advertising at the museum,No,"A story in the media (TV, Digital Article, Radio)",TV commercial,Billboards around town,No,No,No,N/A,N/A,No,,Yes,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,4,0-2 years old,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
332,2018-06-27 11:10:55,June,60 to 90 minutes,Yes,No,No,Advertising at the museum,No,No,No,No,No,No,No,N/A,N/A,No,,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
333,2018-06-27 11:15:04,June,Less than 30 minutes,Yes,No,No,Advertising at the museum,No,No,No,No,No,No,Yes,N/A,N/A,"Yes, the main reason",,Yes,No,"I come infrequently, so I don’t need it.",0,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,4,,3-5 years old,,,,,1,1,"Marion County, Indiana",0
334,2018-06-27 11:11:20,June,60 to 90 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,No,N/A,N/A,"Yes, the main reason",,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,3,0-2 years old,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
335,2018-06-27 11:04:52,June,Less than 30 minutes,Not sure,No,No,Advertising at the museum,No,No,No,No,No,No,No,N/A,N/A,No,,Yes,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
336,2018-06-27 11:06:35,June,30 to 60 minutes,No,Family/Friends,"Social media (Twitter, Facebook, Instagram)",Advertising at the museum,Our website,"A story in the media (TV, Digital Article, Radio)",No,Billboards around town,Online advertisement,No,Yes,N/A,N/A,"Yes, the main reason",,Yes,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,,,6-8 years old,,,,2,0,A county adjacent to Marion County,0
337,2018-06-27 11:02:53,June,Less than 30 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,Yes,N/A,N/A,No,,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,0-2 years old,3-5 years old,,,,,1,1,"Indiana, but not in the Indy metro area",0
338,2018-06-27 10:59:00,June,Less than 30 minutes,Yes,No,No,No,No,No,No,No,No,Members,Yes,N/A,N/A,No,,Yes,No,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,0-2 years old,3-5 years old,6-8 years old,,,,3,1,A county adjacent to Marion County,0
339,2018-06-27 11:01:01,June,30 to 60 minutes,Not sure,Family/Friends,"Social media (Twitter, Facebook, Instagram)",Advertising at the museum,Our website,"A story in the media (TV, Digital Article, Radio)",No,No,No,No,Yes,N/A,N/A,No,,Yes,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,,,6-8 years old,9-12 years old,,,2,0,"Marion County, Indiana",0
340,2018-06-27 10:57:08,June,Less than 30 minutes,Yes,No,No,No,No,No,TV commercial,No,No,No,Yes,N/A,N/A,Not Sure,,Yes,Yes,,,No,Today (from the onsite ticket line),N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,6-8 years old,,,,2,0,A county adjacent to Marion County,0
341,2018-06-27 10:56:47,June,30 to 60 minutes,Yes,Family/Friends,"Social media (Twitter, Facebook, Instagram)",Advertising at the museum,Our website,"A story in the media (TV, Digital Article, Radio)",No,No,No,No,No,N/A,N/A,No,,Yes,No,I typically don’t download apps.,0,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,3-5 years old,,,,,1,1,"Marion County, Indiana",0
342,2018-06-27 10:55:17,June,Less than 30 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,Yes,N/A,N/A,No,,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,0-2 years old,,,,,,1,1,A county adjacent to Marion County,0
343,2018-06-23 16:28:27,June,30 to 60 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,Partially,N/A,N/A,No,,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,,3-5 years old,,,,,1,1,"Marion County, Indiana",0
344,2018-06-27 10:44:08,June,30 to 60 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,Yes,N/A,N/A,No,,Yes,I already did!,0,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,0-2 years old,3-5 years old,,,,,1,1,A county adjacent to Marion County,0
345,2018-06-23 16:25:06,June,30 to 60 minutes,Yes,No,No,No,Our website,No,No,No,No,No,No,N/A,N/A,No,,No,No,"I come infrequently, so I don’t need it.",0,No,Yesterday,N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,3-5 years old,,9-12 years old,,,3,1,"Indiana, but not in the Indy metro area",0
346,2018-06-23 16:22:50,June,60 to 90 minutes,No,No,No,No,No,No,No,No,No,As a member,Yes,N/A,N/A,"Yes, the main reason",,No,No,Other (please specify),0,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,,,9-12 years old,13-18 years old,,2,0,"Marion County, Indiana",0
347,2018-06-23 16:22:41,June,30 to 60 minutes,No,No,No,No,Our website,No,No,No,No,No,No,N/A,N/A,No,,Yes,I already did!,0,,No,Today (online),N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,3-5 years old,,,,,1,1,"Indiana, but not in the Indy metro area",0
348,2018-06-23 16:21:14,June,30 to 60 minutes,Yes,No,No,No,No,No,No,Billboards around town,No,No,Partially,N/A,N/A,No,,No,No,"I come infrequently, so I don’t need it.",0,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,,,6-8 years old,,,,2,0,A county adjacent to Marion County,0
349,2018-06-23 16:18:29,June,60 to 90 minutes,No,Family/Friends,No,No,Our website,No,No,Billboards around town,No,No,No,N/A,N/A,No,,Yes,Yes,,,No,More than 5 days ago,N/A,"No, I am still not interested in becoming a member.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,4,0-2 years old,3-5 years old,,,,,1,1,"Indiana, but not in the Indy metro area",0
350,2018-06-23 16:16:23,June,More than 90 minutes,Yes,Family/Friends,"Social media (Twitter, Facebook, Instagram)",No,No,No,No,No,No,No,No,N/A,N/A,No,,Yes,No,I know I would never use the app.,0,No,Yesterday,N/A,I am not sure if I will become a museum member.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,,,6-8 years old,,,,2,0,"Indiana, but not in the Indy metro area",0
351,2018-06-23 16:13:52,June,60 to 90 minutes,No,No,No,Advertising at the museum,No,No,No,No,No,No,Yes,N/A,N/A,No,,No,Yes,,,Yes,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,,3-5 years old,6-8 years old,,,,3,1,A county adjacent to Marion County,0
352,2018-06-23 16:08:56,June,30 to 60 minutes,No,Family/Friends,No,No,No,No,No,No,No,No,No,N/A,N/A,No,,No,No,I know I would never use the app.,0,No,Today (from the onsite ticket line),N/A,I am considering purchasing a museum membership.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,5,0-2 years old,,,,,,1,1,"Indiana, but not in the Indy metro area",0
